#input_bin	[u|k]_[S|G|F]GBid:taxa_level:taxonomy:avg_dist
bin.49.strict	uSGB_4831:Family:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3597|s__GGB3597_SGB4831|t__SGB4831:0.03037299545454546
bin.13.strict	uSGB_14861:Other:k__Bacteria|p__Firmicutes|c__CFGB3005|o__OFGB3005|f__FGB3005|g__GGB9468|s__GGB9468_SGB14861|t__SGB14861:0.024682466410852713
bin.50.orig	kSGB_15271:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans|t__SGB15271:0.016125828935939196
bin.4.strict	kSGB_4820:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_AM42_11|t__SGB4820:0.0368786321937322
bin.60.orig	kSGB_4540:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus|t__SGB4540:0.023431590105576612
bin.29.strict	kSGB_15318:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15318:0.038128386875725895
bin.31.strict	uSGB_59399:Other:k__Bacteria|p__Firmicutes|c__CFGB4645|o__OFGB4645|f__FGB4645|g__GGB42241|s__GGB42241_SGB59399|t__SGB59399:0.0662649
bin.33.orig	kSGB_4532:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_hallii|t__SGB4532:0.032638648171500625
bin.35.orig	uSGB_4855:Genus:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_SGB4855|t__SGB4855:0.04695453
bin.40.orig	kSGB_14397:Species:k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_bouchesdurhonensis|t__SGB14397:0.061055891428571436
bin.64.strict	kSGB_4670:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus|t__SGB4670:0.01906887142857143
bin.59.strict	kSGB_1814:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus|t__SGB1814:0.019640113264338076
bin.41.strict	uSGB_14341:Other:k__Bacteria|p__Actinobacteria|c__CFGB2989|o__OFGB2989|f__FGB2989|g__GGB9365|s__GGB9365_SGB14341|t__SGB14341:0.02596852577235772
bin.19.orig	uSGB_47268:Other:k__Bacteria|p__Firmicutes|c__CFGB11126|o__OFGB11126|f__FGB11126|g__GGB33082|s__GGB33082_SGB47268|t__SGB47268:0.07907902
bin.68.strict	uSGB_47066:Genus:k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Candidatus_Halichondribacter|s__Candidatus_Halichondribacter_SGB47066|t__SGB47066:0.01877314210526316
bin.39.strict	uSGB_5060:Other:k__Bacteria|p__Firmicutes|c__CFGB1473|o__OFGB1473|f__FGB1473|g__GGB3730|s__GGB3730_SGB5060|t__SGB5060:0.018857840384615385
bin.9.strict	kSGB_15254:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_ER4|t__SGB15254:0.025787540583456423
bin.63.orig	kSGB_14370:Species:k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_sp_GAM18|t__SGB14370:0.035824292207792215
bin.17.orig	kSGB_15078:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_KLE_1728|t__SGB15078:0.027448924373956594
bin.18.strict	kSGB_17244:Species:k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis|t__SGB17244:0.021639062321562735
bin.20.strict	uSGB_58188:Other:k__Bacteria|p__Proteobacteria|c__CFGB10984|o__OFGB10984|f__FGB10984|g__GGB32884|s__GGB32884_SGB58188|t__SGB58188:0.02977277816901408
bin.7.orig	kSGB_14993:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens|t__SGB14993:0.03255796111111112
bin.51.orig	uSGB_48357:Other:k__Bacteria|p__Bacteroidetes|c__CFGB11086|o__OFGB11086|f__FGB11086|g__GGB33034|s__GGB33034_SGB48357|t__SGB48357:0.0374953
bin.53.strict	kSGB_4933:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale|t__SGB4933:0.029063514260891148
bin.21.orig	kSGB_1836:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis|t__SGB1836:0.021169457393570807
