#input_bin	[u|k]_[S|G|F]GBid:taxa_level:taxonomy:avg_dist
bin.16.strict	uSGB_65090:Other:k__Bacteria|p__Firmicutes|c__CFGB31758|o__OFGB31758|f__FGB31758|g__GGB47160|s__GGB47160_SGB65090|t__SGB65090:0.0113086
bin.18.orig	uSGB_41484:Family:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28828|s__GGB28828_SGB41484|t__SGB41484:0.03057939565217391
bin.21.strict	uSGB_41712:Other:k__Bacteria|p__Firmicutes|c__CFGB9656|o__OFGB9656|f__FGB9656|g__GGB28996|s__GGB28996_SGB41712|t__SGB41712:0.02129617837837838
bin.5.orig	kSGB_27761:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified|s__Bacteroidales_bacterium|t__SGB27761:0.01588865676724138
bin.65.orig	uSGB_41574:Other:k__Bacteria|p__Bacteria_unclassified|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28893|s__GGB28893_SGB41574|t__SGB41574:0.012401612592592594
bin.39.orig	uSGB_21440:Family:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB14013|s__GGB14013_SGB21440|t__SGB21440:0.01407129275
bin.1.orig	kSGB_7040:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_taiwanensis|t__SGB7040:0.037797829870129876
bin.6.orig	kSGB_27768:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella_sp_TLL_A3|t__SGB27768:0.01694233172413793
bin.48.strict	uSGB_41545:Other:k__Bacteria|p__Bacteria_unclassified|c__CFGB8152|o__OFGB8152|f__FGB8152|g__GGB28870|s__GGB28870_SGB41545|t__SGB41545:0.025431646153846157
bin.63.orig	uSGB_40962:Other:k__Bacteria|p__Firmicutes|c__CFGB9508|o__OFGB9508|f__FGB9508|g__GGB28382|s__GGB28382_SGB40962|t__SGB40962:0.01670926959459459
bin.57.orig	uSGB_35953:Other:k__Bacteria|p__Bacteroidetes|c__CFGB642|o__OFGB642|f__FGB642|g__GGB24149|s__GGB24149_SGB35953|t__SGB35953:0.017561560425531916
