#input_bin	[u|k]_[S|G|F]GBid:taxa_level:taxonomy:avg_dist
bin.49.strict	kSGB_5792:Species:k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium|t__SGB5792:0.018566708601860053
bin.2.strict	kSGB_1836:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis|t__SGB1836:0.023001142991601504
bin.147.strict	uSGB_6533:Other:k__Bacteria|p__Firmicutes|c__CFGB1779|o__OFGB1779|f__FGB1779|g__GGB4717|s__GGB4717_SGB6533|t__SGB6533:0.020795463333333333
bin.167.orig	kSGB_4623:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An118|t__SGB4623:0.02923
bin.15.strict	kSGB_14749:Species:k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_massiliensis|t__SGB14749:0.03886704117647059
bin.84.orig	uSGB_15236:Genus:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB15236|t__SGB15236:0.023279531690140846
bin.109.strict	uSGB_15203:Family:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9694|s__GGB9694_SGB15203|t__SGB15203:0.02064751505050505
bin.94.orig	kSGB_4540:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus|t__SGB4540:0.023743769085002708
bin.121.orig	uSGB_14954:Other:k__Bacteria|p__Firmicutes|c__CFGB3042|o__OFGB3042|f__FGB3042|g__GGB9547|s__GGB9547_SGB14954|t__SGB14954:0.03271107701149426
bin.131.strict	uSGB_37351:Other:k__Bacteria|p__Firmicutes|c__CFGB8301|o__OFGB8301|f__FGB8301|g__GGB25400|s__GGB25400_SGB37351|t__SGB37351:0.0178193
bin.20.orig	uSGB_15001:Family:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9582|s__GGB9582_SGB15001|t__SGB15001:0.021725766666666663
bin.91.permissive	uSGB_6445:Other:k__Bacteria|p__Firmicutes|c__CFGB1776|o__OFGB1776|f__FGB1776|g__GGB4658|s__GGB4658_SGB6445|t__SGB6445:0.018788993333333334
bin.33.orig	kSGB_2301:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii|t__SGB2301:0.020671719602409638
bin.35.orig	uSGB_4964:Family:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__GGB3653|s__GGB3653_SGB4964|t__SGB4964:0.023314019277108435
bin.18.orig	uSGB_6524:Other:k__Bacteria|p__Firmicutes|c__CFGB1778|o__OFGB1778|f__FGB1778|g__GGB4711|s__GGB4711_SGB6524|t__SGB6524:0.013473404666666666
bin.89.strict	uSGB_6550:Other:k__Bacteria|p__Firmicutes|c__CFGB1780|o__OFGB1780|f__FGB1780|g__GGB4729|s__GGB4729_SGB6550|t__SGB6550:0.03341745
bin.5.strict	uSGB_6300:Other:k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4563|s__GGB4563_SGB6300|t__SGB6300:0.028190275
bin.162.permissive	uSGB_14262:Other:k__Bacteria|p__Firmicutes|c__CFGB2959|o__OFGB2959|f__FGB2959|g__GGB9301|s__GGB9301_SGB14262|t__SGB14262:0.01964712
bin.92.permissive	kSGB_25416:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_rubiinfantis|t__SGB25416:0.0335359
