#input_bin	[u|k]_[S|G|F]GBid:taxa_level:taxonomy:avg_dist
bin.28.orig	uSGB_21441:Family:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB14014|s__GGB14014_SGB21441|t__SGB21441:0.0072371703472222226
bin.23.orig	uSGB_44769:Other:k__Bacteria|p__Firmicutes|c__CFGB10299|o__OFGB10299|f__FGB10299|g__GGB31439|s__GGB31439_SGB44769|t__SGB44769:0.043103671428571425
bin.32.permissive	uSGB_41579:Other:k__Bacteria|p__Bacteria_unclassified|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28897|s__GGB28897_SGB41579|t__SGB41579:0.012084840769230769
bin.30.strict	uSGB_59786:Other:k__Bacteria|p__Firmicutes|c__CFGB8152|o__OFGB8152|f__FGB8152|g__GGB28858|s__GGB28858_SGB59786|t__SGB59786:0.008216725000000001
bin.54.permissive	uSGB_4185:Other:k__Bacteria|p__Firmicutes|c__CFGB1323|o__OFGB1323|f__FGB1323|g__GGB3171|s__GGB3171_SGB4185|t__SGB4185:0.05269087
bin.1.strict	uSGB_65087:Other:k__Bacteria|p__Firmicutes|c__CFGB31759|o__OFGB31759|f__FGB31759|g__GGB47157|s__GGB47157_SGB65087|t__SGB65087:0.0237994
bin.2.permissive	uSGB_44478:Family:k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB31184|s__GGB31184_SGB44478|t__SGB44478:0.031192642857142856
bin.35.permissive	uSGB_65043:Other:k__Bacteria|p__Firmicutes|c__CFGB31436|o__OFGB31436|f__FGB31436|g__GGB47117|s__GGB47117_SGB65043|t__SGB65043:0.148731
bin.16.strict	kSGB_7077:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_murinus|t__SGB7077:0.021166996874999996
bin.27.strict	uSGB_35892:Family:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB24099|s__GGB24099_SGB35892|t__SGB35892:0.01571846060728745
bin.11.strict	uSGB_42247:Family:k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB29468|s__GGB29468_SGB42247|t__SGB42247:0.008139306885245902
bin.42.strict	uSGB_42494:Family:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__GGB29685|s__GGB29685_SGB42494|t__SGB42494:0.020770248181818184
bin.49.strict	uSGB_43252:Other:k__Bacteria|p__Firmicutes|c__CFGB3000|o__OFGB3000|f__FGB3000|g__GGB30290|s__GGB30290_SGB43252|t__SGB43252:0.011240407999999999
bin.26.orig	uSGB_44472:Other:k__Bacteria|p__Firmicutes|c__CFGB10213|o__OFGB10213|f__FGB10213|g__GGB31179|s__GGB31179_SGB44472|t__SGB44472:0.029201223076923077
bin.20.permissive	kSGB_9225:Species:k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila|t__SGB9225:0.019576426861702127
bin.7.orig	uSGB_45212:Other:k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB31836|s__GGB31836_SGB45212|t__SGB45212:0.009724343333333335
bin.6.strict	uSGB_45162:Other:k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB31793|s__GGB31793_SGB45162|t__SGB45162:0.0100915
bin.12.strict	uSGB_65123:Other:k__Bacteria|p__Firmicutes|c__CFGB11371|o__OFGB11371|f__FGB11371|g__GGB33432|s__GGB33432_SGB65123|t__SGB65123:0.01871487391304348
bin.53.strict	uSGB_43557:Family:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30473|s__GGB30473_SGB43557|t__SGB43557:0.0423450375
