#input_bin	[u|k]_[S|G|F]GBid:taxa_level:taxonomy:avg_dist
bin.13.strict	kSGB_14993:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens|t__SGB14993:0.037775036607142855
bin.7.strict	kSGB_15316:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15316:0.035487738396756084
bin.4.strict	kSGB_4874:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans|t__SGB4874:0.02613154988317757
bin.29.strict	kSGB_4272:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_JE7A12|t__SGB4272:0.027196253263888887
bin.33.orig	uSGB_6340:Other:k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4585|s__GGB4585_SGB6340|t__SGB6340:0.015076089933554812
bin.35.orig	kSGB_15318:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15318:0.031505742624854824
bin.39.strict	kSGB_4940:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans|t__SGB4940:0.0353484430887372
bin.20.strict	kSGB_1836:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis|t__SGB1836:0.023867569716188818
bin.9.orig	kSGB_5045:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum|t__SGB5045:0.023741386631097563
bin.18.permissive	uSGB_14861:Other:k__Bacteria|p__Firmicutes|c__CFGB3005|o__OFGB3005|f__FGB3005|g__GGB9468|s__GGB9468_SGB14861|t__SGB14861:0.026480995038759694
bin.16.strict	kSGB_4844:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae|t__SGB4844:0.038464448476667946
bin.3.strict	kSGB_4933:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale|t__SGB4933:0.0386966606801539
bin.21.orig	kSGB_6754:Species:k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_intestinalis|t__SGB6754:0.029545240487062405
bin.26.strict	kSGB_5075:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza|t__SGB5075:0.017330864327772325
bin.22.orig	kSGB_4816:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_AF31_8BH|t__SGB4816:0.025079975
bin.51.permissive	uSGB_2239:Other:k__Bacteria|p__Bacteroidetes|c__CFGB658|o__OFGB658|f__FGB658|g__GGB1631|s__GGB1631_SGB2239|t__SGB2239:0.05238728241758241
bin.44.strict	kSGB_15322:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15322:0.02515961213114754
bin.45.strict	kSGB_4828:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_AM36_2AA|t__SGB4828:0.022798204843304838
bin.32.strict	kSGB_4951:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis|t__SGB4951:0.021006501225114854
bin.24.strict	uSGB_6584:Other:k__Bacteria|p__Firmicutes|c__CFGB1789|o__OFGB1789|f__FGB1789|g__GGB4754|s__GGB4754_SGB6584|t__SGB6584:0.020762473291925466
bin.6.strict	uSGB_15340:Genus:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_SGB15340|t__SGB15340:0.0338481147887324
bin.48.orig	uSGB_4947:Genus:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_SGB4947|t__SGB4947:0.04490635
bin.47.permissive	kSGB_6148:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_timonensis|t__SGB6148:0.019116368106060606
bin.28.orig	kSGB_4532:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_hallii|t__SGB4532:0.022328302648171497
bin.30.strict	kSGB_17237:Species:k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum|t__SGB17237:0.022308624361510793
bin.40.strict	uSGB_47845:Genus:k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Nissabacter|s__Nissabacter_SGB47845|t__SGB47845:0.035034442857142856
bin.27.permissive	kSGB_4285:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii|t__SGB4285:0.03386445892489712
bin.23.orig	kSGB_4925:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis|t__SGB4925:0.022806794945978388
bin.12.orig	uSGB_4447:Other:k__Bacteria|p__Firmicutes|c__CFGB1380|o__OFGB1380|f__FGB1380|g__GGB3363|s__GGB3363_SGB4447|t__SGB4447:0.026335180597014927
bin.1.strict	uSGB_4303:Other:k__Bacteria|p__Firmicutes|c__CFGB1340|o__OFGB1340|f__FGB1340|g__GGB3256|s__GGB3256_SGB4303|t__SGB4303:0.029702030793082885
bin.5.orig	kSGB_4557:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris|t__SGB4557:0.02046387588652482
bin.36.strict	kSGB_1662:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_P4_65|t__SGB1662:0.031330817763157895
bin.2.orig	kSGB_5090:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium_KLE1615|t__SGB5090:0.030193262755102042
bin.25.permissive	kSGB_4993:Species:k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_AF16_15|t__SGB4993:0.024487272057761734
bin.42.strict	uSGB_2071:Other:k__Bacteria|p__Bacteroidetes|c__CFGB629|o__OFGB629|f__FGB629|g__GGB1495|s__GGB1495_SGB2071|t__SGB2071:0.022238551598676954
bin.8.orig	uSGB_47847:Other:k__Bacteria|p__Firmicutes|c__CFGB13148|o__OFGB13148|f__FGB13148|g__GGB36784|s__GGB36784_SGB47847|t__SGB47847:0.02825405
bin.41.orig	kSGB_15286:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_sp_APC924_74|t__SGB15286:0.017764833786822577
bin.15.orig	uSGB_14341:Other:k__Bacteria|p__Actinobacteria|c__CFGB2989|o__OFGB2989|f__FGB2989|g__GGB9365|s__GGB9365_SGB14341|t__SGB14341:0.03593905284552845
bin.37.strict	uSGB_15299:Genus:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_SGB15299|t__SGB15299:0.024880599285714285
bin.49.permissive	uSGB_53822:Genus:k__Bacteria|p__Candidatus_Margulisbacteria|c__Candidatus_Marinamargulisbacteria|o__Candidatus_Marinamargulisbacteria_unclassified|f__Candidatus_Marinamargulisbacteria_unclassified|g__Candidatus_Marinamargulisbacteria_unclassified|s__Candidatus_Marinamargulisbacteria_unclassified_SGB53822|t__SGB53822:0.016619580000000002
bin.52.permissive	kSGB_4749:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM22_11AC|t__SGB4749:0.025990805051664755
bin.38.strict	kSGB_4540:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus|t__SGB4540:0.023192164753654574
bin.19.permissive	kSGB_1666:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_P4_51|t__SGB1666:0.02746265210084034
bin.34.strict	kSGB_14557:Species:k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens|t__SGB14557:0.03871895555555555
bin.43.orig	kSGB_4844:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae|t__SGB4844:0.048328803509448515
bin.17.strict	uSGB_6522:Other:k__Bacteria|p__Firmicutes|c__CFGB1778|o__OFGB1778|f__FGB1778|g__GGB4710|s__GGB4710_SGB6522|t__SGB6522:0.024562176785714287
bin.11.orig	kSGB_1891:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola|t__SGB1891:0.02452641722488038
bin.50.strict	uSGB_15346:Genus:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_SGB15346|t__SGB15346:0.025217361794500726
bin.14.permissive	uSGB_14797:Genus:k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Asaccharobacter|s__Asaccharobacter_SGB14797|t__SGB14797:0.03016687229437229
bin.31.orig	kSGB_4269:Species:k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_AF36_3BH|t__SGB4269:0.02772980055470738
bin.10.strict	kSGB_1877:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__SGB1877:0.02972854769433465
bin.46.permissive	kSGB_17248:Species:k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__SGB17248:0.020020551521542633
